Order_ID,Customer_Name,Category,Region,Sales,Quantity,Profit,GST,Discounted_Sales,Profit_Margin
CA-2017-140053,Christina Anderson,Furniture,West,545.85,9,114.6285,98.25,491.27,21.0
CA-2016-146934,Art Ferguson,Office Supplies,East,662.84,4,172.3384,119.31,596.56,26.0
CA-2017-128755,Mike Kennedy,Office Supplies,South,571.44,4,165.7176,102.86,514.3,29.0
CA-2016-114972,Phillip Flathmann,Office Supplies,West,1101.48,4,429.5772,198.27,991.33,39.0
CA-2017-102750,Greg Maxwell,Furniture,West,1322.352,3,-99.1764,238.02,1190.12,-7.5
CA-2017-147956,Alan Hwang,Office Supplies,West,1003.62,6,0.0,180.65,903.26,0.0
CA-2017-126067,Kristina Nunn,Furniture,West,1137.75,5,250.305,204.8,1023.98,22.0
CA-2015-141040,Tim Brockman,Technology,East,631.96,4,303.3408,113.75,568.76,48.0
CA-2014-144624,John Murray,Technology,East,4548.81,7,1228.1787,818.79,4093.93,27.0
CA-2016-146206,Kean Thornton,Technology,Central,719.96,5,53.997,129.59,647.96,7.5
CA-2014-136644,Sonia Cooley,Furniture,Central,647.84,8,32.392,116.61,583.06,5.0
CA-2014-143917,Ken Lonsdale,Office Supplies,West,8187.65,5,327.506,1473.78,7368.89,4.0
CA-2016-136812,Arthur Wiediger,Office Supplies,Central,1117.92,4,55.896,201.23,1006.13,5.0
CA-2014-128888,Peter B�hler,Office Supplies,Central,604.656,9,204.0714,108.84,544.19,33.75
CA-2016-124352,Cynthia Delaney,Office Supplies,Central,868.59,3,251.8911,156.35,781.73,29.0
US-2017-117723,Dionis Lloyd,Office Supplies,East,1801.632,6,-337.806,324.29,1621.47,-18.75
CA-2015-113404,Eleni McCrary,Furniture,West,1348.704,6,-219.1644,242.77,1213.83,-16.25
CA-2015-113404,Eleni McCrary,Furniture,West,700.152,3,78.7671,126.03,630.14,11.25
US-2015-128090,John Murray,Technology,West,1879.96,5,211.4955,338.39,1691.96,11.25
CA-2017-101042,Adrian Barton,Furniture,South,821.88,6,213.6888,147.94,739.69,26.0
CA-2016-118626,John Castell,Technology,South,705.544,7,70.5544,127.0,634.99,10.0
CA-2015-147788,Tamara Manning,Furniture,West,1406.86,7,140.686,253.23,1266.17,10.0
CA-2017-123967,Sarah Foster,Furniture,West,2665.62,9,239.9058,479.81,2399.06,9.0
CA-2016-155845,Chris McAfee,Technology,Central,1399.944,7,52.4979,251.99,1259.95,3.75
CA-2017-145128,Sean Miller,Furniture,Central,526.45,5,31.587,94.76,473.81,6.0
CA-2014-129091,Ruben Ausman,Office Supplies,South,675.12,3,290.3016,121.52,607.61,43.0
US-2016-115455,Sanjit Engle,Furniture,Central,601.47,3,-300.735,108.26,541.32,-50.0
CA-2017-149048,Brian Moss,Office Supplies,Central,914.97,3,411.7365,164.69,823.47,45.0
CA-2017-149048,Brian Moss,Technology,Central,587.97,3,158.7519,105.83,529.17,27.0
CA-2017-149048,Brian Moss,Office Supplies,Central,530.34,2,95.4612,95.46,477.31,18.0
CA-2016-165848,Edward Nazzal,Technology,East,1349.85,3,364.4595,242.97,1214.87,27.0
CA-2014-127446,Matt Collister,Furniture,Central,1218.735,5,-121.8735,219.37,1096.86,-10.0
CA-2017-127180,Tom Ashbrook,Technology,East,11199.968,4,3919.9888,2015.99,10079.97,35.0
CA-2017-127180,Tom Ashbrook,Technology,East,2399.6,8,647.892,431.93,2159.64,27.0
US-2017-165344,Sean Braxton,Technology,East,652.995,7,-935.9595,117.54,587.7,-143.33
CA-2017-108441,Sarah Bern,Furniture,East,858.24,4,143.04,154.48,772.42,16.67
CA-2014-131002,Tom Boeckenhauer,Furniture,Central,821.88,6,213.6888,147.94,739.69,26.0
CA-2017-112515,Alan Schoenberger,Furniture,West,1292.94,3,77.5764,232.73,1163.65,6.0
CA-2015-135538,Harold Ryan,Furniture,West,883.84,4,99.432,159.09,795.46,11.25
CA-2017-123372,Deirdre Greer,Technology,East,1979.89,11,494.9725,356.38,1781.9,25.0
CA-2014-126403,Rick Reed,Furniture,East,785.88,6,212.1876,141.46,707.29,27.0
CA-2014-126403,Rick Reed,Office Supplies,East,1325.85,5,238.653,238.65,1193.26,18.0
CA-2017-127026,Mick Hernandez,Technology,Central,619.95,5,111.591,111.59,557.96,18.0
CA-2014-145317,Sean Miller,Technology,South,821.3,4,-16.426,147.83,739.17,-2.0
CA-2014-145317,Sean Miller,Technology,South,22638.48,6,-1811.0784,4074.93,20374.63,-8.0
CA-2015-121797,Charles Crestani,Technology,West,1919.976,3,215.9973,345.6,1727.98,11.25
CA-2017-119193,Sally Knutson,Technology,East,629.958,7,94.4937,113.39,566.96,15.0
CA-2017-104801,Fred Harton,Technology,West,799.96,4,343.9828,143.99,719.96,43.0
CA-2014-155887,Kean Thornton,Furniture,East,700.056,3,-130.0104,126.01,630.05,-18.57
US-2014-141257,Carlos Soltero,Furniture,West,585.552,3,73.194,105.4,527.0,12.5
CA-2015-155306,George Ashbrook,Technology,West,783.96,5,68.5965,141.11,705.56,8.75
CA-2015-155306,George Ashbrook,Office Supplies,West,1447.65,5,419.8185,260.58,1302.89,29.0
CA-2017-167752,Robert Waldorf,Office Supplies,East,1924.16,8,312.676,346.35,1731.74,16.25
CA-2015-149972,Cynthia Delaney,Furniture,West,601.536,4,0.0,108.28,541.38,0.0
CA-2014-154599,Kean Nguyen,Technology,West,1075.088,14,94.0702,193.52,967.58,8.75
CA-2016-153318,Jill Stevenson,Technology,South,783.96,5,78.396,141.11,705.56,10.0
CA-2015-148635,Michelle Huthwaite,Furniture,West,704.9,5,56.392,126.88,634.41,8.0
CA-2015-148635,Michelle Huthwaite,Furniture,West,561.568,2,28.0784,101.08,505.41,5.0
CA-2015-135685,Mike Pelletier,Technology,Central,999.96,4,229.9908,179.99,899.96,23.0
CA-2015-135685,Mike Pelletier,Furniture,Central,653.55,3,111.1035,117.64,588.19,17.0
CA-2015-104626,Daniel Raglin,Office Supplies,East,1088.76,6,315.7404,195.98,979.88,29.0
CA-2016-147368,Toby Carlisle,Technology,South,695.7,2,-27.828,125.23,626.13,-4.0
US-2014-125521,Christine Kargatis,Furniture,South,1139.92,4,284.98,205.19,1025.93,25.0
US-2016-162852,Brooke Gillingham,Furniture,Central,845.488,8,-12.0784,152.19,760.94,-1.43
CA-2017-152093,Skye Norling,Office Supplies,Central,762.594,3,-1143.891,137.27,686.33,-150.0
CA-2017-157854,Denise Monton,Office Supplies,South,2690.97,3,1264.7559,484.37,2421.87,47.0
CA-2016-128594,Don Jones,Furniture,West,1603.136,4,100.196,288.56,1442.82,6.25
CA-2017-138975,Shahid Collister,Furniture,South,1628.82,9,374.6286,293.19,1465.94,23.0
CA-2017-137022,Scott Williamson,Office Supplies,West,811.28,8,24.3384,146.03,730.15,3.0
US-2016-167339,Tamara Dahlen,Furniture,West,1013.488,7,76.0116,182.43,912.14,7.5
US-2016-164630,Erica Bern,Technology,South,959.968,4,119.996,172.79,863.97,12.5
CA-2016-153577,Katharine Harms,Furniture,Central,539.658,3,-7.7094,97.14,485.69,-1.43
US-2017-120390,Tracy Hopkins,Office Supplies,South,1633.188,4,-1306.5504,293.97,1469.87,-80.0
CA-2017-155880,Justin Deggeller,Furniture,Central,1526.56,7,427.4368,274.78,1373.9,28.0
CA-2017-134915,Eugene Moren,Technology,West,671.984,2,50.3988,120.96,604.79,7.5
CA-2014-109232,Natalie DeCherney,Furniture,South,545.94,6,87.3504,98.27,491.35,16.0
CA-2016-139269,Julia Barnett,Office Supplies,South,1267.65,9,152.118,228.18,1140.89,12.0
CA-2017-147291,Max Jones,Office Supplies,Central,895.92,4,421.0824,161.27,806.33,47.0
CA-2017-116519,Craig Reiter,Office Supplies,East,904.9,5,253.372,162.88,814.41,28.0
CA-2017-134845,Sharelle Roach,Technology,West,2549.985,5,-3399.98,459.0,2294.99,-133.33
US-2016-160528,Mick Hernandez,Office Supplies,Central,727.296,8,-172.7328,130.91,654.57,-23.75
US-2016-160528,Mick Hernandez,Technology,Central,666.4,7,-33.32,119.95,599.76,-5.0
CA-2017-116855,Arianne Irving,Furniture,South,504.9,5,80.784,90.88,454.41,16.0
CA-2017-149559,Karen Ferguson,Furniture,West,2054.272,8,256.784,369.77,1848.84,12.5
CA-2015-135174,Benjamin Patterson,Technology,East,1022.97,5,-255.7425,184.13,920.67,-25.0
CA-2016-128517,Sean Wendt,Technology,Central,517.9,2,134.654,93.22,466.11,26.0
US-2015-100377,Todd Sumrall,Technology,Central,2799.96,5,874.9875,503.99,2519.96,31.25
US-2017-120089,Max Ludwig,Office Supplies,East,663.936,4,82.992,119.51,597.54,12.5
CA-2014-119375,Yoseph Carroll,Office Supplies,East,2934.33,7,792.2691,528.18,2640.9,27.0
CA-2014-143903,Katherine Murray,Furniture,Central,981.372,2,-140.196,176.65,883.23,-14.29
US-2017-132297,Dianna Wilson,Technology,South,539.97,3,134.9925,97.19,485.97,25.0
US-2017-159205,Daniel Byrd,Technology,South,671.93,7,188.1404,120.95,604.74,28.0
CA-2017-119578,Jason Gross,Office Supplies,East,695.16,6,34.758,125.13,625.64,5.0
CA-2016-150350,Maxwell Schwartz,Technology,West,837.6,3,62.82,150.77,753.84,7.5
CA-2016-150350,Maxwell Schwartz,Furniture,West,532.704,6,-39.9528,95.89,479.43,-7.5
CA-2015-121720,Jim Epp,Furniture,South,1123.92,5,-182.637,202.31,1011.53,-16.25
CA-2015-121720,Jim Epp,Office Supplies,South,1036.624,2,51.8312,186.59,932.96,5.0
CA-2015-121720,Jim Epp,Office Supplies,South,563.808,4,21.1428,101.49,507.43,3.75
CA-2014-136399,Chad Cunningham,Technology,West,627.168,4,70.5564,112.89,564.45,11.25
CA-2017-131828,Cari Sayre,Furniture,West,963.136,4,108.3528,173.36,866.82,11.25
CA-2015-147830,Natalie Fritzler,Technology,East,2025.36,6,607.608,364.56,1822.82,30.0
CA-2015-147830,Natalie Fritzler,Technology,East,1799.994,2,-2639.9912,324.0,1619.99,-146.67
CA-2017-150497,Suzanne McNair,Office Supplies,Central,735.98,2,331.191,132.48,662.38,45.0
US-2016-133879,Kean Takahito,Furniture,Central,528.43,5,0.0,95.12,475.59,0.0
CA-2017-152912,Brian Moss,Technology,East,826.62,3,355.4466,148.79,743.96,43.0
CA-2017-152912,Brian Moss,Office Supplies,East,1633.14,9,473.6106,293.97,1469.83,29.0
CA-2017-152912,Brian Moss,Office Supplies,East,544.38,3,157.8702,97.99,489.94,29.0
CA-2014-158372,Ruben Dartt,Technology,West,601.536,8,60.1536,108.28,541.38,10.0
CA-2017-104640,Frank Hawley,Office Supplies,East,931.176,3,314.2719,167.61,838.06,33.75
CA-2014-140662,Thomas Seio,Office Supplies,West,733.95,7,352.296,132.11,660.56,48.0
CA-2017-133865,Penelope Sewall,Technology,West,3359.952,6,1049.985,604.79,3023.96,31.25
CA-2014-102988,Greg Maxwell,Office Supplies,South,4164.05,5,83.281,749.53,3747.65,2.0
CA-2017-113418,Corinna Mitchell,Technology,East,1704.89,11,767.2005,306.88,1534.4,45.0
CA-2017-136308,Mitch Willingham,Technology,West,1919.976,3,215.9973,345.6,1727.98,11.25
US-2014-159926,Carlos Soltero,Technology,East,539.964,6,-107.9928,97.19,485.97,-20.0
US-2014-133130,Thea Hendricks,Furniture,West,603.92,5,45.294,108.71,543.53,7.5
CA-2014-134551,Tony Sayre,Furniture,South,662.88,3,74.574,119.32,596.59,11.25
CA-2014-165309,Karen Daniels,Office Supplies,Central,896.99,5,-1480.0335,161.46,807.29,-165.0
US-2017-109253,Patrick Ryan,Furniture,West,568.728,3,28.4364,102.37,511.86,5.0
CA-2016-134887,Toby Braunhardt,Technology,Central,1287.45,5,244.6155,231.74,1158.71,19.0
CA-2015-130659,Maribeth Schnelling,Technology,East,1799.75,5,539.925,323.96,1619.78,30.0
CA-2017-148404,Dean percer,Office Supplies,South,580.672,4,65.3256,104.52,522.6,11.25
CA-2014-166471,Matthew Grinstein,Technology,West,1091.168,4,68.198,196.41,982.05,6.25
CA-2014-102274,Dave Hallsten,Office Supplies,South,629.1,6,301.968,113.24,566.19,48.0
CA-2016-134803,Clay Ludtke,Technology,West,558.4,2,41.88,100.51,502.56,7.5
CA-2015-153381,Deanra Eno,Furniture,Central,1408.1,10,394.268,253.46,1267.29,28.0
CA-2017-168858,Justin Deggeller,Office Supplies,East,2504.74,7,626.185,450.85,2254.27,25.0
CA-2017-136448,Adam Shillingsburg,Office Supplies,East,538.194,2,-412.6154,96.87,484.37,-76.67
CA-2016-131289,Stefania Perrino,Furniture,West,1421.664,6,-195.4788,255.9,1279.5,-13.75
CA-2014-124688,Corey Catlett,Technology,South,579.95,5,168.1855,104.39,521.96,29.0
CA-2014-124688,Corey Catlett,Furniture,South,1202.94,3,300.735,216.53,1082.65,25.0
CA-2017-142034,Karen Bern,Technology,Central,655.9,5,275.478,118.06,590.31,42.0
CA-2017-142034,Karen Bern,Furniture,Central,603.92,4,181.176,108.71,543.53,30.0
CA-2016-107328,Cathy Armstrong,Furniture,West,513.024,2,12.8256,92.34,461.72,2.5
CA-2016-150945,Julie Kriz,Office Supplies,East,900.08,4,117.0104,162.01,810.07,13.0
CA-2014-166863,Sam Craven,Office Supplies,Central,509.488,7,-127.372,91.71,458.54,-25.0
CA-2017-140326,Helen Wasserman,Furniture,Central,825.174,9,-117.882,148.53,742.66,-14.29
US-2016-113649,Helen Andreada,Office Supplies,South,569.536,4,64.0728,102.52,512.58,11.25
CA-2015-124975,Michael Grace,Furniture,Central,796.425,7,-525.6405,143.36,716.78,-66.0
CA-2016-132731,George Ashbrook,Technology,Central,657.552,6,49.3164,118.36,591.8,7.5
CA-2017-148922,Stephanie Ulpright,Technology,South,599.97,3,257.9871,107.99,539.97,43.0
CA-2016-152555,Maria Etezadi,Furniture,Central,844.116,6,-36.1764,151.94,759.7,-4.29
CA-2016-152555,Maria Etezadi,Technology,Central,812.736,8,60.9552,146.29,731.46,7.5
CA-2014-120838,Patrick O'Donnell,Technology,West,604.752,6,37.797,108.86,544.28,6.25
CA-2017-103877,Robert Dilbeck,Office Supplies,Central,1577.94,3,757.4112,284.03,1420.15,48.0
CA-2017-168109,Jim Kriz,Technology,West,2395.2,6,209.58,431.14,2155.68,8.75
CA-2017-168109,Jim Kriz,Technology,West,1687.8,4,742.632,303.8,1519.02,44.0
CA-2016-104157,Meg Tillman,Furniture,South,2430.08,8,388.8128,437.41,2187.07,16.0
CA-2015-121650,Keith Dawkins,Furniture,Central,801.96,2,200.49,144.35,721.76,25.0
CA-2017-121839,Mick Hernandez,Technology,East,1169.694,3,-253.4337,210.54,1052.72,-21.67
CA-2017-158729,Amy Cox,Office Supplies,South,1665.62,2,33.3124,299.81,1499.06,2.0
CA-2017-146535,Frank Merwin,Office Supplies,South,1443.96,12,375.4296,259.91,1299.56,26.0
CA-2014-159835,Randy Bradley,Furniture,East,657.93,5,-93.99,118.43,592.14,-14.29
CA-2017-112529,Stewart Carmichael,Furniture,Central,718.116,6,-71.8116,129.26,646.3,-10.0
CA-2017-113530,Becky Castell,Furniture,West,681.408,12,42.588,122.65,613.27,6.25
CA-2014-169726,Joseph Holt,Office Supplies,West,2060.744,7,643.9825,370.93,1854.67,31.25
CA-2017-132178,Darren Budd,Office Supplies,West,763.44,8,45.8064,137.42,687.1,6.0
CA-2017-133004,Ashley Jarboe,Office Supplies,Central,638.73,9,166.0698,114.97,574.86,26.0
CA-2015-104941,Dave Hallsten,Technology,South,899.97,3,314.9895,161.99,809.97,35.0
CA-2017-113670,Roland Schwarz,Furniture,West,510.24,3,6.378,91.84,459.22,1.25
CA-2014-135608,Jim Karlsson,Furniture,West,603.92,5,45.294,108.71,543.53,7.5
US-2014-169789,Maureen Fritzler,Office Supplies,West,551.985,5,-459.9875,99.36,496.79,-83.33
CA-2015-109575,Ken Heidel,Office Supplies,East,636.86,7,0.0,114.63,573.17,0.0
CA-2015-109575,Ken Heidel,Technology,East,1259.93,7,327.5818,226.79,1133.94,26.0
CA-2017-161956,Dan Reichenbach,Technology,West,879.984,2,329.994,158.4,791.99,37.5
CA-2017-161956,Dan Reichenbach,Office Supplies,West,841.568,2,294.5488,151.48,757.41,35.0
CA-2016-116799,Jason Gross,Furniture,Central,563.43,5,-56.343,101.42,507.09,-10.0
CA-2014-153913,Ken Black,Furniture,South,1013.832,9,101.3832,182.49,912.45,10.0
CA-2016-155530,Charles McCrossin,Furniture,West,2003.52,6,-325.572,360.63,1803.17,-16.25
CA-2017-165204,Michael Nguyen,Office Supplies,South,720.064,4,-63.0056,129.61,648.06,-8.75
CA-2016-144218,Jonathan Doherty,Office Supplies,West,1085.42,7,282.2092,195.38,976.88,26.0
CA-2017-147760,Kelly Lampkin,Furniture,South,523.764,3,-192.0468,94.28,471.39,-36.67
CA-2017-147760,Kelly Lampkin,Technology,South,1359.96,5,118.9965,244.79,1223.96,8.75
CA-2015-113628,Anna H�berlin,Furniture,South,523.92,5,-72.039,94.31,471.53,-13.75
CA-2016-152471,Zuschuss Donatelli,Technology,South,823.96,5,51.4975,148.31,741.56,6.25
CA-2015-102582,Natalie Webber,Furniture,South,801.96,2,200.49,144.35,721.76,25.0
CA-2015-102582,Natalie Webber,Furniture,South,1056.86,7,306.4894,190.23,951.17,29.0
CA-2015-140984,Craig Carroll,Office Supplies,East,991.2,6,257.712,178.42,892.08,26.0
CA-2015-140984,Craig Carroll,Technology,East,879.984,2,329.994,158.4,791.99,37.5
CA-2017-141733,Rick Wilson,Furniture,Central,1458.65,5,423.0085,262.56,1312.79,29.0
CA-2014-105984,Muhammed Yedwab,Technology,East,1049.97,5,-209.994,188.99,944.97,-20.0
CA-2014-105984,Muhammed Yedwab,Furniture,East,611.058,3,-34.9176,109.99,549.95,-5.71
CA-2014-126760,Kunst Miller,Technology,West,911.984,2,113.998,164.16,820.79,12.5
CA-2014-126760,Kunst Miller,Furniture,West,674.352,3,-109.5822,121.38,606.92,-16.25
CA-2014-101931,Todd Sumrall,Furniture,West,616.998,6,-36.294,111.06,555.3,-5.88
CA-2017-129000,Sam Zeldin,Office Supplies,Central,501.81,3,0.0,90.33,451.63,0.0
CA-2017-161053,Joel Eaton,Office Supplies,South,691.96,4,318.3016,124.55,622.76,46.0
US-2017-105389,Darrin Martin,Technology,Central,823.96,5,51.4975,148.31,741.56,6.25
CA-2015-132486,Jay Fein,Furniture,West,842.352,3,42.1176,151.62,758.12,5.0
US-2016-163881,Sung Pak,Technology,West,659.9,2,217.767,118.78,593.91,33.0
US-2016-163881,Sung Pak,Furniture,West,1684.752,6,210.594,303.26,1516.28,12.5
US-2016-163881,Sung Pak,Technology,West,559.92,8,190.3728,100.79,503.93,34.0
CA-2015-167010,Valerie Takahito,Office Supplies,East,563.808,4,21.1428,101.49,507.43,3.75
CA-2015-167010,Valerie Takahito,Furniture,East,547.136,4,-68.392,98.48,492.42,-12.5
US-2017-142573,Maris LaWare,Furniture,West,801.6,5,-448.896,144.29,721.44,-56.0
US-2016-143448,Mark Hamilton,Furniture,Central,1424.9,5,356.225,256.48,1282.41,25.0
US-2016-142685,Maureen Gnade,Office Supplies,East,835.17,7,16.7034,150.33,751.65,2.0
CA-2016-135265,Christopher Conant,Technology,West,2799.96,5,944.9865,503.99,2519.96,33.75
CA-2017-112333,Karen Ferguson,Office Supplies,East,2591.56,4,621.9744,466.48,2332.4,24.0
CA-2015-105627,Dana Kaydos,Furniture,Central,512.94,3,97.4586,92.33,461.65,19.0
CA-2015-105627,Dana Kaydos,Furniture,Central,860.93,7,189.4046,154.97,774.84,22.0
CA-2015-105627,Dana Kaydos,Technology,Central,769.95,5,223.2855,138.59,692.96,29.0
CA-2016-145730,Chris Cortes,Furniture,Central,637.896,3,-127.5792,114.82,574.11,-20.0
CA-2015-165624,Fred Harton,Office Supplies,South,542.94,3,152.0232,97.73,488.65,28.0
CA-2014-154963,Anna Andreadi,Furniture,East,853.93,5,0.0,153.71,768.54,0.0
CA-2017-130764,Jack O'Briant,Furniture,West,556.665,5,6.549,100.2,501.0,1.18
CA-2014-110786,Anthony Johnson,Technology,West,767.952,6,287.982,138.23,691.16,37.5
US-2015-166520,Katrina Edelman,Technology,East,599.9,10,191.968,107.98,539.91,32.0
CA-2014-122931,Suzanne McNair,Office Supplies,East,1801.632,6,-337.806,324.29,1621.47,-18.75
CA-2014-163034,Darren Koutras,Office Supplies,Central,646.2,5,-8.0775,116.32,581.58,-1.25
CA-2015-124058,Lena Creighton,Furniture,West,572.16,3,35.76,102.99,514.94,6.25
CA-2014-102673,Ken Heidel,Technology,South,978.84,9,110.1195,176.19,880.96,11.25
CA-2015-156104,Nora Pelletier,Technology,Central,999.98,2,449.991,180.0,899.98,45.0
US-2015-164308,Steve Carroll,Technology,Central,821.94,6,213.7044,147.95,739.75,26.0
US-2014-156559,Lena Hernandez,Furniture,South,638.82,9,172.4814,114.99,574.94,27.0
CA-2015-102491,Katrina Willman,Technology,South,3080.0,7,1416.8,554.4,2772.0,46.0
CA-2015-102491,Katrina Willman,Technology,South,587.97,3,170.5113,105.83,529.17,29.0
CA-2014-116904,Sanjit Chand,Office Supplies,Central,9449.95,5,4630.4755,1700.99,8504.96,49.0
CA-2016-163573,Amy Cox,Office Supplies,West,1219.96,5,381.2375,219.59,1097.96,31.25
CA-2014-127299,John Lee,Technology,South,2624.985,3,-944.9946,472.5,2362.49,-36.0
CA-2017-105914,Paul Van Hugh,Office Supplies,West,1575.14,7,204.7682,283.53,1417.63,13.0
CA-2017-115546,Amy Hunt,Technology,East,539.97,3,134.9925,97.19,485.97,25.0
CA-2015-163587,Emily Phan,Office Supplies,East,671.94,3,315.8118,120.95,604.75,47.0
CA-2014-128846,Roland Schwarz,Technology,South,629.95,5,163.787,113.39,566.96,26.0
CA-2017-166709,Hunter Lopez,Technology,East,10499.97,3,5039.9856,1889.99,9449.97,48.0
CA-2015-150875,Heather Kirkland,Furniture,West,696.42,2,160.1766,125.36,626.78,23.0
CA-2015-143105,Matt Abelman,Technology,East,799.984,2,249.995,144.0,719.99,31.25
CA-2014-145387,Anne McFarland,Furniture,East,1604.9,5,481.47,288.88,1444.41,30.0
CA-2017-149881,Nick Crebassa,Technology,West,4799.984,2,359.9988,864.0,4319.99,7.5
CA-2017-117702,Lindsay Shagiari,Furniture,East,1049.2,5,272.792,188.86,944.28,26.0
CA-2016-157336,Shirley Jackson,Furniture,East,751.92,4,150.384,135.35,676.73,20.0
CA-2014-168130,Bill Shonely,Furniture,East,887.103,7,177.4206,159.68,798.39,20.0
US-2016-131611,Emily Phan,Furniture,Central,863.128,8,-160.2952,155.36,776.82,-18.57
US-2016-131611,Emily Phan,Furniture,Central,956.6648,7,-225.0976,172.2,861.0,-23.53
US-2017-124821,Anne McFarland,Furniture,West,871.4,4,148.138,156.85,784.26,17.0
CA-2015-166975,Stefanie Holloman,Furniture,South,692.472,11,190.4298,124.64,623.22,27.5
US-2016-107440,Bill Shonely,Technology,East,9099.93,7,2365.9818,1637.99,8189.94,26.0
CA-2014-103100,Adrian Barton,Office Supplies,Central,1103.97,3,496.7865,198.71,993.57,45.0
CA-2017-102407,Alyssa Tate,Furniture,West,896.328,9,22.4082,161.34,806.7,2.5
CA-2017-129021,Patrick O'Brill,Technology,South,4367.896,13,327.5922,786.22,3931.11,7.5
CA-2014-125829,William Brown,Technology,West,666.344,7,66.6344,119.94,599.71,10.0
CA-2014-125829,William Brown,Furniture,West,573.728,4,-64.5444,103.27,516.36,-11.25
CA-2017-130309,Giulietta Baptist,Office Supplies,South,544.38,3,157.8702,97.99,489.94,29.0
CA-2017-105410,Natalie DeCherney,Technology,West,657.504,6,-131.5008,118.35,591.75,-20.0
CA-2016-120355,Magdelene Morse,Furniture,East,631.782,2,140.396,113.72,568.6,22.22
CA-2015-155600,Rose O'Brian,Office Supplies,South,1598.058,7,-1065.372,287.65,1438.25,-66.67
CA-2017-162565,Ralph Ritter,Furniture,Central,520.464,2,-14.8704,93.68,468.42,-2.86
CA-2017-111332,Nat Carroll,Office Supplies,Central,704.76,4,162.0948,126.86,634.28,23.0
CA-2014-166954,Beth Thompson,Furniture,West,1487.04,5,148.704,267.67,1338.34,10.0
US-2015-122784,Russell Applegate,Furniture,Central,913.43,5,-52.196,164.42,822.09,-5.71
CA-2017-111556,Carlos Daly,Technology,East,1259.97,3,327.5922,226.79,1133.97,26.0
CA-2016-131737,Gary Zandusky,Office Supplies,East,901.95,3,297.6435,162.35,811.76,33.0
CA-2016-131737,Gary Zandusky,Furniture,East,971.5,5,252.59,174.87,874.35,26.0
CA-2014-130624,Toby Braunhardt,Technology,East,617.97,3,160.6722,111.23,556.17,26.0
CA-2014-153983,Alan Hwang,Technology,West,575.92,2,71.99,103.67,518.33,12.5
CA-2017-119452,Clay Ludtke,Furniture,Central,1805.88,6,523.7052,325.06,1625.29,29.0
CA-2016-168893,Arthur Prichep,Furniture,South,842.94,3,160.1586,151.73,758.65,19.0
US-2016-111290,Dennis Kane,Office Supplies,Central,965.85,5,135.219,173.85,869.27,14.0
CA-2016-147137,Anna Andreadi,Furniture,West,1279.165,5,225.735,230.25,1151.25,17.65
CA-2017-105851,Sanjit Engle,Office Supplies,West,1332.496,2,-299.8116,239.85,1199.25,-22.5
CA-2014-150798,Joe Kamberova,Technology,East,659.988,2,109.998,118.8,593.99,16.67
CA-2014-150798,Joe Kamberova,Furniture,East,909.72,6,-51.984,163.75,818.75,-5.71
CA-2017-112753,Craig Carreira,Furniture,West,917.9235,9,75.5937,165.23,826.13,8.24
CA-2017-155075,Giulietta Weimer,Office Supplies,East,631.176,4,-462.8624,113.61,568.06,-73.33
US-2014-138247,Ben Ferrer,Technology,West,818.376,3,51.1485,147.31,736.54,6.25
CA-2017-107167,Neil Ducich,Office Supplies,South,1347.52,8,84.22,242.55,1212.77,6.25
CA-2015-126557,Rob Lucas,Technology,Central,537.544,7,53.7544,96.76,483.79,10.0
CA-2015-126557,Rob Lucas,Technology,Central,659.168,4,49.4376,118.65,593.25,7.5
CA-2016-139395,Matthew Grinstein,Technology,Central,657.93,7,184.2204,118.43,592.14,28.0
US-2017-163790,Nancy Lomonaco,Office Supplies,West,590.352,6,206.6232,106.26,531.32,35.0
CA-2016-129868,Mike Caudle,Furniture,West,902.712,3,33.8517,162.49,812.44,3.75
CA-2015-135020,Maxwell Schwartz,Office Supplies,East,535.41,3,160.623,96.37,481.87,30.0
CA-2015-117800,Tracy Hopkins,Technology,East,589.9,2,147.475,106.18,530.91,25.0
CA-2015-117800,Tracy Hopkins,Furniture,East,542.94,3,141.1644,97.73,488.65,26.0
CA-2017-145219,Robert Marley,Technology,West,2879.952,6,1007.9832,518.39,2591.96,35.0
CA-2015-130456,David Smith,Furniture,West,586.398,6,34.494,105.55,527.76,5.88
CA-2016-102162,Jill Fjeld,Technology,South,1599.92,8,751.9624,287.99,1439.93,47.0
CA-2017-130141,Helen Abelman,Furniture,West,579.136,4,-28.9568,104.24,521.22,-5.0
CA-2015-147501,Corey-Lock,Technology,West,558.4,2,41.88,100.51,502.56,7.5
CA-2015-112130,Stewart Visinsky,Furniture,East,844.116,6,-36.1764,151.94,759.7,-4.29
US-2017-133200,Dorothy Badders,Furniture,Central,623.4648,7,-119.1918,112.22,561.12,-19.12
US-2017-133200,Dorothy Badders,Office Supplies,Central,772.68,5,-57.951,139.08,695.41,-7.5
CA-2016-133550,Ken Lonsdale,Technology,Central,635.96,4,165.3496,114.47,572.36,26.0
CA-2016-127698,Mike Vittorini,Technology,South,863.928,9,86.3928,155.51,777.54,10.0
US-2015-138121,John Lee,Furniture,Central,546.66,9,136.665,98.4,491.99,25.0
CA-2017-138149,William Brown,Office Supplies,West,895.92,5,302.373,161.27,806.33,33.75
CA-2017-143126,Corinna Mitchell,Furniture,West,521.96,2,88.7332,93.95,469.76,17.0
